,Sample,Date,Time,Counted.by.,Site,Weather,DO..mg.L.,Saturation....,Temperature..â..C.,Volume.Filtered..ml.,Frames.counted,Volume.counted,Species,Classification,Cells.Counted,Cells.L
1703,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Chaetoceros sp.,Diatom,2,172.4137931
1954,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Coscinodiscus granii,Diatom,21,1810.344828
2719,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Gonyaulax polygramma,Dinoflagellate,1,86.20689655
2960,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Licmophora sp.,Diatom,8,689.6551724
3482,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Melosira sp,Diatom,5,431.0344828
3647,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Navicula sp.,Diatom,3,258.6206897
3752,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Noctiluca scintillans,Dinoflagellate,1,86.20689655
4410,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Protoperidinium claudicans,Dinoflagellate,1,86.20689655
5114,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Protoperidinium diabolum,Dinoflagellate,1,86.20689655
5241,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Protoperidinium divergens,Dinoflagellate,1,86.20689655
5881,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Scrippsiella,Dinoflagellate,1,86.20689655
5968,1343,2019/12/31,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,NA,58,NA,Skeletonema costatum,Diatom,4,344.8275862
2,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Alexandrium carterae,Dinoflagellate,6,483.8709677
29,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Amphidinium carterae,Dinoflagellate,1,80.64516129
759,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Ceratium furca,Dinoflagellate,1,80.64516129
772,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Ceratium furca,Dinoflagellate,8,645.1612903
1700,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Chaetoceros sp.,Diatom,8,645.1612903
1753,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Coscinodiscus,Diatom,5,403.2258065
1947,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Coscinodiscus granii,Diatom,10,806.4516129
2156,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Dinophysis acuminata,Dinoflagellate,1,80.64516129
2954,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Licmophora sp.,Diatom,23,1854.83871
2965,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Licmophora sp.,Diatom,8,645.1612903
3476,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Melosira sp,Diatom,4,322.5806452
3487,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Melosira sp,Diatom,38,3064.516129
3749,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Noctiluca scintillans,Dinoflagellate,1,80.64516129
3823,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Chaetoceros didymus,Diatom,1,80.64516129
3915,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Octactis sp.,Dictyochophyceae,2,161.2903226
4253,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Prorocentrum micans,Dinoflagellate,2,161.2903226
4374,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Protoperidinium bipes,Dinoflagellate,2,161.2903226
4799,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Protoperidinium conicum,Dinoflagellate,1,80.64516129
5111,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Protoperidinium diabolum,Dinoflagellate,1,80.64516129
5298,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Protoperidinium oceanicum,Dinoflagellate,1,80.64516129
5589,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Pseudo-nitzschia australis,Diatom,1,80.64516129
5813,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Rhizosolenia sp.,Diatom,4,322.5806452
5878,1336,2019/12/18,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,NA,62,NA,Scrippsiella,Dinoflagellate,26,2096.774194
5972,1350,2020/01/09,08:09,Peter,Primary sump,,8.79,95.4,19.2,NA,62,NA,Skeletonema costatum,Diatom,1,80.64516129
106,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Bacillaria sp.,Diatom,2,159
153,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Boreadium pisiforme,Dinoflagellate,1,79.36507937
767,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Ceratium furca,Dinoflagellate,22,1746.031746
773,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Ceratium furca,Dinoflagellate,7,555.5555556
1182,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Ceratium fusus,Dinoflagellate,2,158.7301587
1707,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Chaetoceros sp.,Diatom,49,3888.888889
1754,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Coscinodiscus,Diatom,3,238.0952381
1844,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Coscinodiscus granii,Diatom,1,79
1956,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Coscinodiscus granii,Diatom,40,3174.603175
2380,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Eucampia sp.,Diatom,2,158.7301587
2876,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Licmophora sp.,Diatom,2,159
2962,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Licmophora sp.,Diatom,1,79.36507937
2966,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Licmophora sp.,Diatom,11,873.015873
3483,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Melosira sp,Diatom,6,476.1904762
3488,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Melosira sp,Diatom,3,238.0952381
3651,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Navicula sp.,Diatom,2,158.7301587
3979,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Pleurosigma,Diatom,1,79
4219,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Prorocentrum micans,Dinoflagellate,2,159
4284,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Prorocentrum minimum,Dinoflagellate,54,4286
4357,1202,2019/06/12,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,63,NA,Prorocentrum sigmoides,Dinoflagellate,1,79
4411,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Protoperidinium claudicans,Dinoflagellate,4,317.4603175
4805,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Protoperidinium conicum,Dinoflagellate,1,79.36507937
5243,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Protoperidinium divergens,Dinoflagellate,6,476.1904762
5818,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Rhizosolenia sp.,Diatom,1,79.36507937
5821,1351,2020/01/10,07:50,Justin,Primary sump,,NA,NA,NA,NA,63,NA,Rhizosolenia sp.,Diatom,1,79.36507937
5883,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Scrippsiella,Dinoflagellate,14,1111.111111
5970,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Skeletonema costatum,Diatom,12,952.3809524
6086,1345,2020/01/02,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,NA,63,NA,Thalassiosira sp,Diatom,1,79.36507937
354,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Ceratium furca,Dinoflagellate,6,23.07692308
909,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Ceratium fusus,Dinoflagellate,13,50
1449,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Chaetoceros sp.,Diatom,2,7.692307692
2446,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Gonyaulax polygramma,Dinoflagellate,1,3.846153846
4523,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Protoperidinium conicum,Dinoflagellate,3,11.53846154
5521,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Pseudo-nitzschia australis,Diatom,7,26.92307692
5663,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Rhizosolenia sp.,Diatom,1,3.846153846
5975,NA,2018/01/27,08:00,Nuette,Primary sump,Sunny,,NA,NA,4000,65,0.065,Skeletonema sp.,Diatom,3,11.53846154
746,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Ceratium furca,Dinoflagellate,2,152
778,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Ceratium furca,Dinoflagellate,18,1363.636364
1668,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Chaetoceros sp.,Diatom,32,2424
1711,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Chaetoceros sp.,Diatom,8,606.0606061
1759,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Coscinodiscus,Diatom,15,1136.363636
1909,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Coscinodiscus granii,Diatom,20,1515
2059,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Dictyocha Sp.,Dictyochophyceae,8,606
2181,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Dinophysis fortii,Dinoflagellate,1,76
2325,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Ditylum bright-welli,Diatom,8,606
2384,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Eucampia sp.,Diatom,3,227.2727273
2699,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Gonyaulax polygramma,Dinoflagellate,1,76
2916,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Licmophora sp.,Diatom,8,606
2971,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Licmophora sp.,Diatom,30,2272.727273
3445,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Melosira sp,Diatom,2,152
3493,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Melosira sp,Diatom,3,227.2727273
3606,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Navicula sp.,Diatom,12,909
4037,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Prorocentrum lima,Dinoflagellate,6,455
4257,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Prorocentrum micans,Dinoflagellate,1,75.75757576
5247,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Protoperidinium divergens,Dinoflagellate,1,75.75757576
5388,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Pseudo-nitzschia,Diatom,1,76
5793,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Rhizosolenia sp.,Diatom,8,606
5951,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Skeletonema costatum,Diatom,2,152
5982,1356,2020/01/17,07:46,Peter,Primary sump,,NA,NA,14,NA,66,NA,Skeletonema sp.,Diatom,1,75.75757576
6126,1293,2019/10/29,08:00:00,Jan,Primary sump,,,NA,NA,NA,66,NA,Triceratium sp.,Diatom,2,152
64,1331,2019/12/12,08:00:00,Pertunia,Primary sump,,,NA,11.9,NA,67,NA,Asterionellopsis glacialis,Diatom,2,149
66,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Asterionellopsis glacialis,Diatom,2,149.2537313
84,1331,2019/12/12,08:00:00,Pertunia,Primary sump,,,NA,11.9,NA,67,NA,Bacillaria paxillifera,Diatom,1,75
86,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Bacillaria paxillifera,Diatom,3,223.880597
758,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Ceratium furca,Dinoflagellate,1,74.62686567
1697,1331,2019/12/12,08:00:00,Pertunia,Primary sump,,,NA,11.9,NA,67,NA,Chaetoceros sp.,Diatom,4,299
1699,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Chaetoceros sp.,Diatom,43,3208.955224
1943,1331,2019/12/12,08:00:00,Pertunia,Primary sump,,,NA,11.9,NA,67,NA,Coscinodiscus granii,Diatom,8,597
1946,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Coscinodiscus granii,Diatom,9,671.641791
2346,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Ditylum bright-welli,Diatom,2,149.2537313
2378,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Eucampia sp.,Diatom,1,74.62686567
2717,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Gonyaulax polygramma,Dinoflagellate,3,223.880597
2950,1331,2019/12/12,08:00:00,Pertunia,Primary sump,,,NA,11.9,NA,67,NA,Licmophora sp.,Diatom,62,4627
2953,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Licmophora sp.,Diatom,12,895.5223881
3362,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Lingulodinium polyedra,Dinoflagellate,1,74.62686567
3475,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Melosira sp,Diatom,12,895.5223881
3637,1331,2019/12/12,08:00:00,Pertunia,Primary sump,,,NA,11.9,NA,67,NA,Navicula sp.,Diatom,5,373
3640,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Navicula sp.,Diatom,4,298.5074627
3706,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Nitzschia sp.,Diatom,6,447.761194
4020,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Prorocentrum gracile,Dinoflagellate,1,74.62686567
4343,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Prorocentrum minimum,Dinoflagellate,3,223.880597
4798,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Protoperidinium conicum,Dinoflagellate,1,74.62686567
5110,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Protoperidinium diabolum,Dinoflagellate,1,74.62686567
5812,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Rhizosolenia sp.,Diatom,3,223.880597
5877,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Scrippsiella,Dinoflagellate,10,746.2686567
5966,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Skeletonema costatum,Diatom,16,1194.029851
6083,1334,2019/12/17,08:00,Kabelo,Primary sump,,9.87,105,16.8,NA,67,NA,Thalassiosira sp,Diatom,4,298.5074627
764,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Ceratium furca,Dinoflagellate,61,4295.774648
1179,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Ceratium fusus,Dinoflagellate,7,492.9577465
1702,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Chaetoceros sp.,Diatom,1,70.42253521
1953,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Coscinodiscus granii,Diatom,19,1338.028169
2718,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Gonyaulax polygramma,Dinoflagellate,1,70.42253521
2959,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Licmophora sp.,Diatom,2,140.8450704
3481,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Melosira sp,Diatom,1,70.42253521
3646,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Navicula sp.,Diatom,2,140.8450704
4409,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Protoperidinium claudicans,Dinoflagellate,2,140.8450704
4804,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Protoperidinium conicum,Dinoflagellate,3,211.2676056
5113,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Protoperidinium diabolum,Dinoflagellate,1,70.42253521
5406,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Pseudo-nitzschia,Diatom,1,70.42253521
5817,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Rhizosolenia sp.,Diatom,2,140.8450704
5967,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Skeletonema costatum,Diatom,4,281.6901408
6084,1342,2019/12/30,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,NA,71,NA,Thalassiosira sp,Diatom,1,70.42253521
21,1335,2019/12/17,10:00,Kabelo,After Drumfilter,,NA,NA,NA,NA,72,NA,All Species,Various,157,10902.77778
58,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Asterionellopsis glacialis,Diatom,77,5347
134,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Bacillaria sp.,Diatom,10,694
1686,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Chaetoceros sp.,Diatom,148,10278
1929,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Coscinodiscus granii,Diatom,111,7708
2341,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Ditylum bright-welli,Diatom,4,278
2373,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Eucampia sp.,Diatom,10,694
2936,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Licmophora sp.,Diatom,4,278
3464,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Melosira sp,Diatom,9,625
3543,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Myrionecta rubra,Litostomatea,2,139
3623,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Navicula sp.,Diatom,3,208
3739,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Noctiluca scintillans,Dinoflagellate,1,69
3907,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Octactis sp.,Dictyochophyceae,6,417
4251,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Prorocentrum micans,Dinoflagellate,3,208
4336,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Prorocentrum minimum,Dinoflagellate,2,139
4403,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Protoperidinium claudicans,Dinoflagellate,1,69
4793,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Protoperidinium conicum,Dinoflagellate,3,208
5104,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Protoperidinium diabolum,Dinoflagellate,1,69
5401,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Pseudo-nitzschia,Diatom,6,417
5805,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Rhizosolenia sp.,Diatom,6,417
5867,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Scrippsiella,Dinoflagellate,4,278
5959,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Skeletonema costatum,Diatom,27,1875
6071,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Thalassiosira sp,Diatom,67,4653
6131,1315,2019/11/21,08:00:00,Kabelo,Primary sump,,,NA,14.8,NA,72,NA,Triceratium sp.,Diatom,1,69
70,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Astrionellaposis,Diatom,20,50
152,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Boreadium pisiforme,Dinoflagellate,1,62.5
361,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Ceratium furca,Dinoflagellate,4,10
760,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Ceratium furca,Dinoflagellate,16,1000
917,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Ceratium fusus,Dinoflagellate,16,40
1454,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Chaetoceros sp.,Diatom,55,137.5
1948,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Coscinodiscus granii,Diatom,36,2250
2200,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Dinophysis tripos,Dinoflagellate,1,62.5
2955,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Licmophora sp.,Diatom,20,1250
3014,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Lingulodinium polyedra,Dinoflagellate,4,10
3477,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Melosira sp,Diatom,10,625
3641,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Navicula sp.,Diatom,12,750
4372,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Protoperidinium bipes,Dinoflagellate,1,62.5
4530,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Protoperidinium conicum,Dinoflagellate,5,12.5
4800,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Protoperidinium conicum,Dinoflagellate,13,812.5
5112,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Protoperidinium diabolum,Dinoflagellate,6,375
5525,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Pseudo-nitzschia australis,Diatom,7,17.5
5587,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Pseudo-nitzschia australis,Diatom,9,562.5
5664,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Rhizosolenia sp.,Diatom,4,10
5814,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Rhizosolenia sp.,Diatom,1,62.5
5904,1337,2019/12/19,08:30,Justin,Primary sump,,11.76,116.6,16.8,NA,80,NA,Scrippsiella trochoidea,Dinoflagellate,14,875
5977,NA,2018/02/02,08:00,Nuette,Primary sump,Sunny,,NA,NA,5000,80,0.08,Skeletonema sp.,Diatom,4,10
775,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Ceratium furca,Dinoflagellate,33,1941.176471
1708,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Chaetoceros sp.,Diatom,34,2000
1756,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Coscinodiscus,Diatom,21,1235.294118
2017,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Cyst,Various,3,176.4705882
2157,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Dinophysis acuminata,Dinoflagellate,1,58.82352941
2347,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Ditylum bright-welli,Diatom,1,58.82352941
2381,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Eucampia sp.,Diatom,4,235.2941176
2732,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Gonyaulax spinifera,Dinoflagellate,1,58.82352941
2816,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Karenia cristata,Dinoflagellate,1,58.82352941
2968,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Licmophora sp.,Diatom,9,529.4117647
3490,1353,2020/01/14,08:00,Kabelo,Primary sump,,NA,NA,17,NA,85,NA,Melosira sp,Diatom,24,1411.764706
