Sample,Species,Classification,Threat,Cells Counted ,Frames counted,Total Count
255,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
256,Gonyaulax polygramma,Dinoflagellate,, 289 ,20,14450
257,Gonyaulax polygramma,Dinoflagellate,, 135 ,20,6750
258,Gonyaulax polygramma,Dinoflagellate,, 2 482 ,20,124100
260,Gonyaulax polygramma,Dinoflagellate,, 1 193 ,20,59650
263,Gonyaulax polygramma,Dinoflagellate,, 7 ,20,350
264,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
267,Gonyaulax polygramma,Dinoflagellate,, 19 ,20,950
268,Gonyaulax polygramma,Dinoflagellate,, 16 ,20,800
269,Gonyaulax polygramma,Dinoflagellate,, 8 ,20,400
270,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
271,Gonyaulax polygramma,Dinoflagellate,, 16 ,20,800
272,Gonyaulax polygramma,Dinoflagellate,, 3 ,20,150
273,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
274,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
275,Gonyaulax polygramma,Dinoflagellate,, 11 ,20,550
276,Gonyaulax polygramma,Dinoflagellate,, 8 ,20,400
298,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
302,Gonyaulax polygramma,Dinoflagellate,, 41 ,20,2050
340,Gonyaulax polygramma,Dinoflagellate,, 1 071 ,10,107100
342,Gonyaulax polygramma,Dinoflagellate,, 705 ,10,70500
343,Gonyaulax polygramma,Dinoflagellate,, 702 ,10,70200
344,Gonyaulax polygramma,Dinoflagellate,, 405 ,10,40500
345,Gonyaulax polygramma,Dinoflagellate,, 880 ,10,88000
346,Gonyaulax polygramma,Dinoflagellate,, 378 ,10,37800
347,Gonyaulax polygramma,Dinoflagellate,, 985 ,10,98500
348,Gonyaulax polygramma,Dinoflagellate,, 385 ,10,38500
349,Gonyaulax polygramma,Dinoflagellate,, 1 011 ,10,101100
350,Gonyaulax polygramma,Dinoflagellate,, 253 ,10,25300
351,Gonyaulax polygramma,Dinoflagellate,, 1 107 ,10,110700
352,Gonyaulax polygramma,Dinoflagellate,, 119 ,10,11900
353,Gonyaulax polygramma,Dinoflagellate,, 1 304 ,5,260800
354,Gonyaulax polygramma,Dinoflagellate,, 809 ,5,161800
355,Gonyaulax polygramma,Dinoflagellate,, 892 ,5,178400
356,Gonyaulax polygramma,Dinoflagellate,, 4 ,5,800
356,Gonyaulax polygramma,Dinoflagellate,, 12 ,5,2400
357,Gonyaulax polygramma,Dinoflagellate,, 2 236 ,5,447200
358,Gonyaulax polygramma,Dinoflagellate,, 404 ,5,80800
359,Gonyaulax polygramma,Dinoflagellate,, 831 ,5,166200
360,Gonyaulax polygramma,Dinoflagellate,, 220 ,5,44000
374,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
376,Gonyaulax polygramma,Dinoflagellate,, 436 ,20,21800
377,Gonyaulax polygramma,Dinoflagellate,, 173 ,20,8650
378,Gonyaulax polygramma,Dinoflagellate,, 771 ,20,38550
379,Gonyaulax polygramma,Dinoflagellate,, 226 ,20,11300
380,Gonyaulax polygramma,Dinoflagellate,, 1 252 ,20,62600
381,Gonyaulax polygramma,Dinoflagellate,, 528 ,20,26400
382,Gonyaulax polygramma,Dinoflagellate,, 999 ,20,49950
383,Gonyaulax polygramma,Dinoflagellate,, 322 ,20,16100
384,Gonyaulax polygramma,Dinoflagellate,, 1 205 ,20,60250
386,Gonyaulax polygramma,Dinoflagellate,, 841 ,20,42050
387,Gonyaulax polygramma,Dinoflagellate,, 436 ,20,21800
388,Gonyaulax polygramma,Dinoflagellate,, 961 ,20,48050
389,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
391,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
392,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
393,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
394,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
395,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
396,Gonyaulax polygramma,Dinoflagellate,, 6 ,20,300
398,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
399,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
400,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
401,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
402,Gonyaulax polygramma,Dinoflagellate,, 3 ,20,150
403,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
538,Gonyaulax polygramma,Dinoflagellate,, 2 ,10,200
539,Gonyaulax polygramma,Dinoflagellate,, 1 ,10,100
575,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
956,Gonyaulax polygramma,Dinoflagellate,,18,20,4500
960,Gonyaulax polygramma,Dinoflagellate,,1,20,250
961,Gonyaulax polygramma,Dinoflagellate,,1,20,250
962,Gonyaulax polygramma,Dinoflagellate,,2,20,500
963,Gonyaulax polygramma,Dinoflagellate,,3,20,750
964,Gonyaulax polygramma,Dinoflagellate,,11,20,2750
965,Gonyaulax polygramma,Dinoflagellate,,2,20,500
966,Gonyaulax polygramma,Dinoflagellate,,3,20,750
967,Gonyaulax polygramma,Dinoflagellate,,7,20,1750
980,Gonyaulax polygramma,Dinoflagellate,,8,20,2000
981,Gonyaulax polygramma,Dinoflagellate,,2,20,500
992,Gonyaulax polygramma,Dinoflagellate,,170,20,42500
1022,Gonyaulax polygramma,Dinoflagellate,,15,20,3750
1023,Gonyaulax polygramma,Dinoflagellate,,4,20,1000
1024,Gonyaulax polygramma,Dinoflagellate,,16,20,4000
1025,Gonyaulax polygramma,Dinoflagellate,,10,20,2500
1055,Gonyaulax polygramma,Dinoflagellate,HAB,10,20,2500
1056,Gonyaulax polygramma,Dinoflagellate,HAB,68,20,17000
1057,Gonyaulax polygramma,Dinoflagellate,HAB,30,20,7500
1058,Gonyaulax polygramma,Dinoflagellate,HAB,53,20,13250
1059,Gonyaulax polygramma,Dinoflagellate,HAB,26,20,6500
1062,Gonyaulax polygramma,Dinoflagellate,HAB,12,20,3000
1063,Gonyaulax polygramma,Dinoflagellate,HAB,1,20,250
1064,Gonyaulax polygramma,Dinoflagellate,HAB,39,20,9750
1065,Gonyaulax polygramma,Dinoflagellate,HAB,66,20,16500
1066,Gonyaulax polygramma,Dinoflagellate,HAB,41,20,10250
1067,Gonyaulax polygramma,Dinoflagellate,HAB,42,20,10500
1120,Gonyaulax polygramma,Dinoflagellate,,2,20,500
1121,Gonyaulax polygramma,Dinoflagellate,HAB,9,20,2250
1124,Gonyaulax polygramma,Dinoflagellate,HAB,3,10,1500
1125,Gonyaulax polygramma,Dinoflagellate,HAB,5,10,2500
1126,Gonyaulax polygramma,Dinoflagellate,,9,10,4500
1127,Gonyaulax polygramma,Dinoflagellate,,10,10,5000
1130,Gonyaulax polygramma,Dinoflagellate,,2,10,1000
1131,Gonyaulax polygramma,Dinoflagellate,,4,10,2000
1132,Gonyaulax polygramma,Dinoflagellate,,1,10,500
1188,Gonyaulax polygramma,Dinoflagellate,,1,20,250
1247,Gonyaulax polygramma,Dinoflagellate,,3,328,9
1257,Gonyaulax polygramma,Dinoflagellate,,2,200,50
1258,Gonyaulax polygramma,Dinoflagellate,,1,200,25
1259,Gonyaulax polygramma,Dinoflagellate,,2,150,67
1260,Gonyaulax polygramma,Dinoflagellate,,1,150,33
1261,Gonyaulax polygramma,Dinoflagellate,,1,200,25
1263,Gonyaulax polygramma,Dinoflagellate,,1,150,33
1264,Gonyaulax polygramma,Dinoflagellate,,3,150,100
1273,Gonyaulax polygramma,Dinoflagellate,,1,150,33
1276,Gonyaulax polygramma,Dinoflagellate,,1,150,33
1279,Gonyaulax polygramma,Dinoflagellate,,4,100,200
1280,Gonyaulax polygramma,Dinoflagellate,,1,100,50
1281,Gonyaulax polygramma,Dinoflagellate,,1,100,50
1282,Gonyaulax polygramma,Dinoflagellate,,1,150,33
1283,Gonyaulax polygramma,Dinoflagellate,,3,100,150
1284,Gonyaulax polygramma,Dinoflagellate,,1,50,100
1290,Gonyaulax polygramma,Dinoflagellate,,2,100,100
1291,Gonyaulax polygramma,Dinoflagellate,,5,50,500
1292,Gonyaulax polygramma,Dinoflagellate,,1,33,152
1293,Gonyaulax polygramma,Dinoflagellate,,1,66,76
1294,Gonyaulax polygramma,Dinoflagellate,,4,49,408
1295,Gonyaulax polygramma,Dinoflagellate,,1,39,128
1296,Gonyaulax polygramma,Dinoflagellate,,2,48,208
1301,Gonyaulax polygramma,Dinoflagellate,,2,42,238
1304,Gonyaulax polygramma,Dinoflagellate,,1,34,147
1306,Gonyaulax polygramma,Dinoflagellate,,1,52,96
1308,Gonyaulax polygramma,Dinoflagellate,,1,50,100
1309,Gonyaulax polygramma,Dinoflagellate,,2,50,200
1319,Gonyaulax polygramma,Dinoflagellate,,2,47,213
1320,Gonyaulax polygramma,Dinoflagellate,,1,33,152
1321,Gonyaulax polygramma,Dinoflagellate,,1,47,106
1322,Gonyaulax polygramma,Dinoflagellate,,1,39,128
1323,Gonyaulax polygramma,Dinoflagellate,,2,36,278
1324,Gonyaulax polygramma,Dinoflagellate,,1,43,116
1325,Gonyaulax polygramma,Dinoflagellate,,2,47,213
1326,Gonyaulax polygramma,Dinoflagellate,,1,41,122
1327,Gonyaulax polygramma,Dinoflagellate,,1,30,167
44,Gonyaulax spinifera,Dinoflagellate,, 1 ,20,50
45,Gonyaulax spinifera,Dinoflagellate,, 12 ,20,600
46,Gonyaulax spinifera,Dinoflagellate,, 5 ,20,250
1313,Guinardia,Diatom,,2,20,500
1264,Gymnodinium,Dinoflagellate,,1,150,33
1270,Gymnodinium,Dinoflagellate,,1,150,33
1276,Gymnodinium,Dinoflagellate,,1,150,33
1254,Gyrosigma,Diatom,,4,150,133
1010,HAB Total Count,Various,,433,10,216500
1033,HAB Total Count,Various,,103,10,51500
1033,HAB Total Count,Various,,467,10,233500
1034,HAB Total Count,Various,,1409,20,352250
1035,HAB Total Count,Various,,1600,20,400000
1036,HAB Total Count,Various,,385,20,96250
1038,HAB Total Count,Various,,758,20,189500
1039,HAB Total Count,Various,,233,20,58250
1040,HAB Total Count,Various,,15,20,3750
1041,HAB Total Count,Various,,12,20,3000
1042,HAB Total Count,Various,,142,10,71000
1043,HAB Total Count,Various,,40,10,20000
1044,HAB Total Count,Various,,108,2,270000
1045,HAB Total Count,Various,,98,2,245000
1046,HAB Total Count,Various,,990,2,2475000
1047,HAB Total Count,Various,,175,2,437500
1078,HAB Total Count,Various,,103,5,103000
1082,HAB Total Count,Various,,196,5,196000
1083,HAB Total Count,Various,,83,5,83000
1084,HAB Total Count,Various,,101,5,101000
1085,HAB Total Count,Various,,42,5,42000
1086,HAB Total Count,Various,,40,20,10000
1087,HAB Total Count,Various,,5,20,1250
1088,HAB Total Count,Various,,67,5,67000
1089,HAB Total Count,Various,,27,5,27000
1090,HAB Total Count,Various,,23,5,23000
1091,HAB Total Count,Various,,9,5,9000
1094,HAB Total Count,Various,,32,5,32000
1095,HAB Total Count,Various,,24,5,24000
1096,HAB Total Count,Various,,32,5,32000
1097,HAB Total Count,Various,,59,5,59000
1113,HAB Total Count,Various,,16,20,4000
1114,HAB Total Count,Various,,7,20,1750
20,Karenia,Dinoflagellate,, 7 ,20,350
21,Karenia,Dinoflagellate,, 2 ,20,100
571,Karenia,Dinoflagellate,, 2 ,20,100
374,Karenia cristata,Dinoflagellate,, 2 ,20,100
389,Karenia cristata,Dinoflagellate,, 2 ,20,100
390,Karenia cristata,Dinoflagellate,, 4 ,20,200
391,Karenia cristata,Dinoflagellate,, 4 ,20,200
392,Karenia cristata,Dinoflagellate,, 5 ,20,250
393,Karenia cristata,Dinoflagellate,, 2 ,20,100
394,Karenia cristata,Dinoflagellate,, 2 ,20,100
398,Karenia cristata,Dinoflagellate,, 3 ,20,150
399,Karenia cristata,Dinoflagellate,, 5 ,20,250
400,Karenia cristata,Dinoflagellate,, 2 ,20,100
401,Karenia cristata,Dinoflagellate,, 2 ,20,100
403,Karenia cristata,Dinoflagellate,, 2 ,20,100
539,Karenia cristata,Dinoflagellate,, 1 ,10,100
961,Karenia cristata,Dinoflagellate,Toxic,3,20,750
963,Karenia cristata,Dinoflagellate,,1,20,250
964,Karenia cristata,Dinoflagellate,,1,20,250
965,Karenia cristata,Dinoflagellate,,1,20,250
966,Karenia cristata,Dinoflagellate,,3,20,750
967,Karenia cristata,Dinoflagellate,,1,20,250
968,Karenia cristata,Dinoflagellate,,2,20,500
997,Karenia cristata,Dinoflagellate,,1,20,250
1020,Karenia cristata,Dinoflagellate,,1,20,250
1022,Karenia cristata,Dinoflagellate,,1,20,250
1057,Karenia cristata,Dinoflagellate,Toxic,1,20,250
1092,Karenia cristata,Dinoflagellate,,1,20,250
1093,Karenia cristata,Dinoflagellate,,4,20,1000
1142,Karenia cristata,Dinoflagellate,,1,10,500
1277,Karenia cristata,Dinoflagellate,,2,37,270
1279,Karenia cristata,Dinoflagellate,,1,100,50
1291,Karenia cristata,Dinoflagellate,,1,50,100
1296,Karenia cristata,Dinoflagellate,,2,48,208
1298,Karenia cristata,Dinoflagellate,,1,23,217
1303,Karenia cristata,Dinoflagellate,,1,36,139
1317,Karenia cristata,Dinoflagellate,,2,53,189
1321,Karenia cristata,Dinoflagellate,,3,47,319
1290,Karenia mikimotoi,Dinoflagellate,,1,100,50
1291,Karenia mikimotoi,Dinoflagellate,,1,50,100
1296,Karenia mikimotoi,Dinoflagellate,,2,48,208
154,Licmophora,Diatom,, 4 ,20,200
156,Licmophora,Diatom,, 1 ,20,50
157,Licmophora,Diatom,, 1 ,20,50
158,Licmophora,Diatom,, 4 ,20,200
159,Licmophora,Diatom,, 1 ,20,50
160,Licmophora,Diatom,, 1 ,20,50
161,Licmophora,Diatom,, 1 ,20,50
162,Licmophora,Diatom,, 3 ,20,150
163,Licmophora,Diatom,, 7 ,20,350
186,Licmophora,Diatom,, 1 ,20,50
196,Licmophora,Diatom,, 1 ,20,50
202,Licmophora,Diatom,, 21 ,20,1050
203,Licmophora,Diatom,, 1 ,20,50
214,Licmophora,Diatom,, 1 ,20,50
263,Licmophora,Diatom,, 1 ,20,50
268,Licmophora,Diatom,, 5 ,20,250
270,Licmophora,Diatom,, 2 ,20,100
271,Licmophora,Diatom,, 2 ,20,100
272,Licmophora,Diatom,, 1 ,20,50
273,Licmophora,Diatom,, 6 ,20,300
274,Licmophora,Diatom,, 3 ,20,150
298,Licmophora,Diatom,, 1 ,20,50
390,Licmophora,Diatom,, 2 ,20,100
392,Licmophora,Diatom,, 3 ,20,150
393,Licmophora,Diatom,, 1 ,20,50
395,Licmophora,Diatom,, 1 ,20,50
398,Licmophora,Diatom,, 1 ,20,50
399,Licmophora,Diatom,, 3 ,20,150
401,Licmophora,Diatom,, 1 ,20,50
403,Licmophora,Diatom,, 1 ,20,50
538,Licmophora,Diatom,, 5 ,10,500
570,Licmophora,Diatom,, 3 ,20,150
571,Licmophora,Diatom,, 5 ,20,250
572,Licmophora,Diatom,, 2 ,20,100
573,Licmophora,Diatom,, 2 ,20,100
574,Licmophora,Diatom,, 3 ,20,150
1020,Licmophora,Diatom,,3,20,750
1022,Licmophora,Diatom,,1,20,250
1023,Licmophora,Diatom,,1,20,250
1186,Licmophora,Diatom,,2,20,500
1188,Licmophora,Diatom,,1,20,250
1190,Licmophora,Diatom,,1,20,250
1191,Licmophora,Diatom,,1,20,250
1193,Licmophora,Diatom,,1,20,250
1197,Licmophora,Diatom,,2,20,500
1200,Licmophora,Diatom,,4,125,160
1202,Licmophora,Diatom,,2,63,159
1206,Licmophora,Diatom,,1,19,263
1207,Licmophora,Diatom,,1,11,455
1217,Licmophora,Diatom,,2,20,500
1219,Licmophora,Diatom,,3,20,750
1229,Licmophora,Diatom,,1,40,125
1241,Licmophora,Diatom,,2,100,20
1242,Licmophora,Diatom,,1,50,20
1247,Licmophora,Diatom,,1,328,3
1250,Licmophora,Diatom,,2,150,67
1251,Licmophora,Diatom,,1,200,25
1254,Licmophora,Diatom,,1,150,33
1256,Licmophora,Diatom,,4,100,200
1257,Licmophora,Diatom,,8,200,200
1258,Licmophora,Diatom,,15,200,375
1259,Licmophora,Diatom,,4,150,133
1260,Licmophora,Diatom,,4,150,133
1261,Licmophora,Diatom,,9,200,225
1262,Licmophora,Diatom,,3,150,100
1263,Licmophora,Diatom,,4,150,133
1264,Licmophora,Diatom,,6,150,200
1265,Licmophora,Diatom,,5,200,125
1266,Licmophora,Diatom,,6,200,150
1267,Licmophora,Diatom,,14,150,467
1268,Licmophora,Diatom,,10,200,250
1269,Licmophora,Diatom,,6,150,200
1270,Licmophora,Diatom,,7,150,233
1273,Licmophora,Diatom,,4,150,133
1276,Licmophora,Diatom,,8,150,267
1277,Licmophora,Diatom,,4,37,541
1278,Licmophora,Diatom,,2,150,67
1279,Licmophora,Diatom,,5,100,250
1280,Licmophora,Diatom,,5,100,250
1281,Licmophora,Diatom,,3,100,150
1282,Licmophora,Diatom,,1,150,33
1283,Licmophora,Diatom,,3,100,150
1289,Licmophora,Diatom,,3,30,500
1290,Licmophora,Diatom,,5,100,250
1291,Licmophora,Diatom,,3,50,300
1292,Licmophora,Diatom,,3,33,455
1293,Licmophora,Diatom,,8,66,606
1294,Licmophora,Diatom,,2,49,204
1295,Licmophora,Diatom,,3,39,385
1296,Licmophora,Diatom,,3,48,313
1297,Licmophora,Diatom,,4,50,400
1298,Licmophora,Diatom,,4,23,870
1299,Licmophora,Diatom,,6,43,698
1300,Licmophora,Diatom,,8,43,930
1301,Licmophora,Diatom,,5,42,595
1302,Licmophora,Diatom,,16,40,2000
1303,Licmophora,Diatom,,10,36,1389
1304,Licmophora,Diatom,,15,34,2206
1305,Licmophora,Diatom,,7,35,1000
1306,Licmophora,Diatom,,9,52,865
1307,Licmophora,Diatom,,13,57,1140
1308,Licmophora,Diatom,,8,50,800
1309,Licmophora,Diatom,,5,50,500
1310,Licmophora,Diatom,,4,54,370
1311,Licmophora,Diatom,#REF!,1,32,156
1313,Licmophora,Diatom,,1,20,250
1315,Licmophora,Diatom,,4,72,278
1317,Licmophora,Diatom,,3,53,283
1319,Licmophora,Diatom,,10,47,1064
1320,Licmophora,Diatom,,9,33,1364
1321,Licmophora,Diatom,,7,47,745
1322,Licmophora,Diatom,,11,39,1410
1323,Licmophora,Diatom,,9,36,1250
1324,Licmophora,Diatom,,29,43,3372
1325,Licmophora,Diatom,,11,47,1170
1326,Licmophora,Diatom,,14,41,1707
1327,Licmophora,Diatom,,15,30,2500
1328,Licmophora,Diatom,,17,29,2931
1329,Licmophora,Diatom,,16,41,1951
1330,Licmophora,Diatom,,18,28,3214
1331,Licmophora,Diatom,,62,67,4627
1332,Licmophora,Diatom,,13,25,2600
956,Lingulodinium polyedra,Dinoflagellate,HAB,150,20,37500
957,Lingulodinium polyedra,Dinoflagellate,,161,20,40250
958,Lingulodinium polyedra,Dinoflagellate,,126,20,31500
959,Lingulodinium polyedra,Dinoflagellate,HAB,224,20,56000
960,Lingulodinium polyedra,Dinoflagellate,HAB,121,20,30250
961,Lingulodinium polyedra,Dinoflagellate,HAB,202,20,50500
962,Lingulodinium polyedra,Dinoflagellate,HAB,127,20,31750
963,Lingulodinium polyedra,Dinoflagellate,HAB,180,20,45000
964,Lingulodinium polyedra,Dinoflagellate,HAB,143,20,35750
965,Lingulodinium polyedra,Dinoflagellate,HAB,220,20,55000
966,Lingulodinium polyedra,Dinoflagellate,HAB,144,20,36000
967,Lingulodinium polyedra,Dinoflagellate,HAB,168,20,42000
968,Lingulodinium polyedra,Dinoflagellate,HAB,127,20,31750
969,Lingulodinium polyedra,Dinoflagellate,HAB,98,20,24500
970,Lingulodinium polyedra,Dinoflagellate,HAB,41,20,10250
971,Lingulodinium polyedra,Dinoflagellate,HAB,53,20,13250
972,Lingulodinium polyedra,Dinoflagellate,HAB,42,20,10500
973,Lingulodinium polyedra,Dinoflagellate,HAB,58,20,14500
974,Lingulodinium polyedra,Dinoflagellate,HAB,31,20,7750
975,Lingulodinium polyedra,Dinoflagellate,HAB,51,20,12750
976,Lingulodinium polyedra,Dinoflagellate,HAB,70,20,17500
977,Lingulodinium polyedra,Dinoflagellate,HAB,90,20,22500
978,Lingulodinium polyedra,Dinoflagellate,HAB,81,20,20250
979,Lingulodinium polyedra,Dinoflagellate,HAB,51,20,12750
980,Lingulodinium polyedra,Dinoflagellate,HAB,285,20,71250
981,Lingulodinium polyedra,Dinoflagellate,,151,20,37750
982,Lingulodinium polyedra,Dinoflagellate,HAB,747,20,186750
983,Lingulodinium polyedra,Dinoflagellate,HAB,551,20,137750
984,Lingulodinium polyedra,Dinoflagellate,HAB,720,20,180000
985,Lingulodinium polyedra,Dinoflagellate,HAB,316,20,79000
986,Lingulodinium polyedra,Dinoflagellate,HAB,1153,20,288250
987,Lingulodinium polyedra,Dinoflagellate,HAB,253,20,63250
988,Lingulodinium polyedra,Dinoflagellate,HAB,483,20,120750
989,Lingulodinium polyedra,Dinoflagellate,HAB,171,20,42750
990,Lingulodinium polyedra,Dinoflagellate,HAB,422,20,105500
991,Lingulodinium polyedra,Dinoflagellate,HAB,203,20,50750
993,Lingulodinium polyedra,Dinoflagellate,HAB,47,20,11750
994,Lingulodinium polyedra,Dinoflagellate,HAB,162,20,40500
995,Lingulodinium polyedra,Dinoflagellate,HAB,118,20,29500
996,Lingulodinium polyedra,Dinoflagellate,HAB,182,20,45500
997,Lingulodinium polyedra,Dinoflagellate,HAB,255,20,63750
998,Lingulodinium polyedra,Dinoflagellate,,144,20,36000
1000,Lingulodinium polyedra,Dinoflagellate,HAB,278,20,69500
1001,Lingulodinium polyedra,Dinoflagellate,HAB,207,20,51750
1003,Lingulodinium polyedra,Dinoflagellate,HAB,318,20,79500
1004,Lingulodinium polyedra,Dinoflagellate,,41,20,10250
1005,Lingulodinium polyedra,Dinoflagellate,,413,20,103250
1006,Lingulodinium polyedra,Dinoflagellate,HAB,360,20,90000
1007,Lingulodinium polyedra,Dinoflagellate,HAB,73,20,18250
1008,Lingulodinium polyedra,Dinoflagellate,HAB,1580,20,395000
1009,Lingulodinium polyedra,Dinoflagellate,,21,5,21000
1011,Lingulodinium polyedra,Dinoflagellate,,106,20,26500
1012,Lingulodinium polyedra,Dinoflagellate,,140,20,35000
1014,Lingulodinium polyedra,Dinoflagellate,,95,20,23750
1017,Lingulodinium polyedra,Dinoflagellate,,120,20,30000
1019,Lingulodinium polyedra,Dinoflagellate,,80,20,20000
1020,Lingulodinium polyedra,Dinoflagellate,HAB,294,20,73500
1021,Lingulodinium polyedra,Dinoflagellate,,51,20,12750
1022,Lingulodinium polyedra,Dinoflagellate,HAB,234,20,58500
1023,Lingulodinium polyedra,Dinoflagellate,HAB,45,20,11250
1024,Lingulodinium polyedra,Dinoflagellate,HAB,114,20,28500
1025,Lingulodinium polyedra,Dinoflagellate,HAB,24,20,6000
1025,Lingulodinium polyedra,Dinoflagellate,HAB,112,20,28000
1026,Lingulodinium polyedra,Dinoflagellate,HAB,60,20,15000
1027,Lingulodinium polyedra,Dinoflagellate,HAB,96,20,24000
1043,Lingulodinium polyedra,Dinoflagellate,,116,20,29000
1055,Lingulodinium polyedra,Dinoflagellate,HAB,121,20,30250
1056,Lingulodinium polyedra,Dinoflagellate,HAB,438,20,109500
1057,Lingulodinium polyedra,Dinoflagellate,HAB,188,20,47000
1058,Lingulodinium polyedra,Dinoflagellate,HAB,360,20,90000
1059,Lingulodinium polyedra,Dinoflagellate,HAB,179,20,44750
1060,Lingulodinium polyedra,Dinoflagellate,HAB,304,20,76000
1061,Lingulodinium polyedra,Dinoflagellate,HAB,173,20,43250
1062,Lingulodinium polyedra,Dinoflagellate,HAB,243,20,60750
1063,Lingulodinium polyedra,Dinoflagellate,HAB,95,20,23750
1064,Lingulodinium polyedra,Dinoflagellate,HAB,389,20,97250
1065,Lingulodinium polyedra,Dinoflagellate,HAB,364,20,91000
1066,Lingulodinium polyedra,Dinoflagellate,HAB,385,20,96250
1067,Lingulodinium polyedra,Dinoflagellate,HAB,436,20,109000
1068,Lingulodinium polyedra,Dinoflagellate,HAB,372,20,93000
1071,Lingulodinium polyedra,Dinoflagellate,HAB,1817,20,454250
1092,Lingulodinium polyedra,Dinoflagellate,,204,20,51000
1093,Lingulodinium polyedra,Dinoflagellate,,205,20,51250
1098,Lingulodinium polyedra,Dinoflagellate,HAB,128,20,32000
1099,Lingulodinium polyedra,Dinoflagellate,,202,20,50500
1100,Lingulodinium polyedra,Dinoflagellate,HAB,135,20,33750
1101,Lingulodinium polyedra,Dinoflagellate,HAB,254,20,63500
1102,Lingulodinium polyedra,Dinoflagellate,HAB,140,20,35000
1103,Lingulodinium polyedra,Dinoflagellate,HAB,108,20,27000
1104,Lingulodinium polyedra,Dinoflagellate,HAB,84,20,21000
1105,Lingulodinium polyedra,Dinoflagellate,HAB,183,20,45750
1106,Lingulodinium polyedra,Dinoflagellate,HAB,79,20,19750
1107,Lingulodinium polyedra,Dinoflagellate,HAB,121,20,30250
1108,Lingulodinium polyedra,Dinoflagellate,HAB,63,20,15750
1109,Lingulodinium polyedra,Dinoflagellate,HAB,20,20,5000
1110,Lingulodinium polyedra,Dinoflagellate,HAB,6,20,1500
1111,Lingulodinium polyedra,Dinoflagellate,HAB,54,20,13500
1112,Lingulodinium polyedra,Dinoflagellate,,36,20,9000
1115,Lingulodinium polyedra,Dinoflagellate,HAB,85,20,21250
1116,Lingulodinium polyedra,Dinoflagellate,,47,20,11750
1117,Lingulodinium polyedra,Dinoflagellate,,40,5,40000
1118,Lingulodinium polyedra,Dinoflagellate,HAB,44,20,11000
1119,Lingulodinium polyedra,Dinoflagellate,HAB,22,20,5500
1120,Lingulodinium polyedra,Dinoflagellate,HAB,38,20,9500
1121,Lingulodinium polyedra,Dinoflagellate,HAB,163,20,40750
1122,Lingulodinium polyedra,Dinoflagellate,HAB,83,5,83000
1123,Lingulodinium polyedra,Dinoflagellate,HAB,76,5,76000
1124,Lingulodinium polyedra,Dinoflagellate,HAB,73,10,36500
1125,Lingulodinium polyedra,Dinoflagellate,HAB,84,10,42000
1126,Lingulodinium polyedra,Dinoflagellate,,92,10,46000
1127,Lingulodinium polyedra,Dinoflagellate,,64,10,32000
1128,Lingulodinium polyedra,Dinoflagellate,,24,5,24000
1129,Lingulodinium polyedra,Dinoflagellate,,26,5,26000
1130,Lingulodinium polyedra,Dinoflagellate,,46,10,23000
1131,Lingulodinium polyedra,Dinoflagellate,,40,10,20000
1132,Lingulodinium polyedra,Dinoflagellate,,21,10,10500
1133,Lingulodinium polyedra,Dinoflagellate,,21,10,10500
1134,Lingulodinium polyedra,Dinoflagellate,,14,10,7000
1135,Lingulodinium polyedra,Dinoflagellate,,12,10,6000
1136,Lingulodinium polyedra,Dinoflagellate,,19,20,4750
1137,Lingulodinium polyedra,Dinoflagellate,,9,20,2250
1138,Lingulodinium polyedra,Dinoflagellate,,120,20,30000
1139,Lingulodinium polyedra,Dinoflagellate,,77,10,38500
1140,Lingulodinium polyedra,Dinoflagellate,,35,20,8750
1141,Lingulodinium polyedra,Dinoflagellate,,105,20,26250
1142,Lingulodinium polyedra,Dinoflagellate,,36,10,18000
1144,Lingulodinium polyedra,Dinoflagellate,,144,20,36000
1145,Lingulodinium polyedra,Dinoflagellate,,77,10,38500
1146,Lingulodinium polyedra,Dinoflagellate,,13,10,6500
1146,Lingulodinium polyedra,Dinoflagellate,,61,10,30500
1148,Lingulodinium polyedra,Dinoflagellate,,80,20,20000
1149,Lingulodinium polyedra,Dinoflagellate,,54,20,13500
1153,Lingulodinium polyedra,Dinoflagellate,,95,20,23750
1155,Lingulodinium polyedra,Dinoflagellate,,21,5,21000
